日期,注册天数,签到第几天,锁仓绩效积分,可用绩效积分,养老绩效积分,当前累计贡献值,,,,,,,,,,
2021年9月18日,566,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.0001,0.022737,227.342422,32.902809,11.005701,852971
2021年9月19日,567,1,12,1,120,50,160,342,5190.180176,0.065894,0.0001,0.022741,227.385574,32.921001,11.010249,853313
2021年9月20日,568,2,24,1,120,50,160,354,5190.180176,0.068206,0.0001,0.022745,227.43103,32.939198,11.014798,853667
2021年9月21日,569,3,36,1,120,50,160,366,5190.180176,0.070518,0.0001,0.02275,227.47879,32.957397,11.019348,854033
2021年9月22日,570,4,48,1,120,50,160,378,5190.180176,0.07283,0.0001,0.022755,227.52887,32.975601,11.023899,854411
2021年9月23日,571,5,60,1,120,50,160,390,5190.180176,0.075142,0.0001,0.02276,227.581238,32.993809,11.028451,854801
2021年9月24日,572,6,72,1,120,50,160,402,5190.180176,0.077454,0.0001,0.022766,227.635925,33.01202,11.033004,855203
2021年9月25日,573,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.0001,0.022796,227.941833,33.030258,11.037563,856909
2021年9月26日,574,1,12,1,120,50,160,342,5190.180176,0.065894,0.0001,0.022801,227.984924,33.0485,11.042124,857251
2021年9月27日,575,2,24,1,120,50,160,354,5190.180176,0.068206,0.0001,0.022805,228.030319,33.066746,11.046685,857605
2021年9月28日,576,3,36,1,120,50,160,366,5190.180176,0.070518,0.0001,0.02281,228.078018,33.084995,11.051248,857971
2021年9月29日,577,4,48,1,120,50,160,378,5190.180176,0.07283,0.0001,0.022815,228.128036,33.103249,11.055811,858349
2021年9月30日,578,5,60,1,120,50,160,390,5190.180176,0.075142,0.0001,0.02282,228.180344,33.121506,11.060375,858739
2021年10月1日,579,6,72,1,120,50,160,402,5190.180176,0.077454,0.0001,0.022826,228.23497,33.139767,11.06494,859141
2021年10月2日,580,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.0001,0.022856,228.540817,33.158051,11.069511,860847
2021年10月3日,581,1,12,1,120,50,160,342,5190.180176,0.065894,0.0001,0.022861,228.583847,33.176338,11.074083,861189
2021年10月4日,582,2,24,1,120,50,160,354,5190.180176,0.068206,0.0001,0.022865,228.629196,33.19463,11.078656,861543
2021年10月5日,583,3,36,1,120,50,160,366,5190.180176,0.070518,0.0001,0.02287,228.676834,33.212925,11.08323,861909
2021年10月6日,584,4,48,1,120,50,160,378,5190.180176,0.07283,0.0001,0.022875,228.726791,33.231224,11.087805,862287
2021年10月7日,585,5,60,1,120,50,160,390,5190.180176,0.075142,0.0001,0.02288,228.779053,33.249527,11.092381,862677
2021年10月8日,586,6,72,1,120,50,160,402,5190.180176,0.077454,0.0001,0.022886,228.833618,33.267834,11.096957,863079
2021年10月9日,587,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.0001,0.022916,229.139404,33.286167,11.101541,864785
2021年10月10日,588,1,12,1,120,50,160,342,5190.180176,0.065894,0.0001,0.022921,229.182373,33.304504,11.106125,865127
2021年10月11日,589,2,24,1,120,50,160,354,5190.180176,0.068206,0.0001,0.022925,229.227661,33.322845,11.11071,865481
2021年10月12日,590,3,36,1,120,50,160,366,5190.180176,0.070518,0.0001,0.02293,229.275238,33.34119,11.115296,865847
2021年10月13日,591,4,48,1,120,50,160,378,5190.180176,0.07283,0.0001,0.022935,229.325134,33.359539,11.119884,866225
2021年10月14日,592,5,60,1,120,50,160,390,5190.180176,0.075142,0.0001,0.02294,229.377335,33.377892,11.124472,866615
2021年10月15日,593,6,72,1,120,50,160,402,5190.180176,0.077454,0.0001,0.022945,229.431839,33.396248,11.129061,867017
2021年10月16日,594,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.0001,0.022976,229.737564,33.414627,11.133656,868723
2021年10月17日,595,1,12,1,120,50,160,342,5190.180176,0.065894,0.0001,0.02298,229.780472,33.43301,11.138251,869065
2021年10月18日,596,2,24,1,120,50,160,354,5190.180176,0.068206,0.0001,0.022985,229.825699,33.451397,11.142848,869419
2021年10月19日,597,3,36,1,120,50,160,366,5190.180176,0.070518,0.0001,0.02299,229.873215,33.469788,11.147446,869785
2021年10月20日,598,4,48,1,120,50,160,378,5190.180176,0.07283,0.0001,0.022995,229.92305,33.488182,11.152044,870163
2021年10月21日,599,5,60,1,120,50,160,390,5190.180176,0.075142,0.0001,0.023,229.975189,33.50658,11.156644,870553
2021年10月22日,600,6,72,1,120,50,160,402,5190.180176,0.077454,0.0001,0.023005,230.029633,33.524986,11.161245,870955
2021年10月23日,601,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00009,0.020732,230.337601,33.541573,11.165392,872661
2021年10月24日,602,1,12,1,120,50,160,342,5190.180176,0.065894,0.00009,0.020736,230.382751,33.558163,11.169539,873003
2021年10月25日,603,2,24,1,120,50,160,354,5190.180176,0.068206,0.00009,0.020741,230.430222,33.574757,11.173688,873357
2021年10月26日,604,3,36,1,120,50,160,366,5190.180176,0.070518,0.00009,0.020745,230.47998,33.591354,11.177837,873723
2021年10月27日,605,4,48,1,120,50,160,378,5190.180176,0.07283,0.00009,0.02075,230.532059,33.607956,11.181988,874101
2021年10月28日,606,5,60,1,120,50,160,390,5190.180176,0.075142,0.00009,0.020755,230.586441,33.624561,11.186139,874491
2021年10月29日,607,6,72,1,120,50,160,402,5190.180176,0.077454,0.00009,0.02076,230.643127,33.641171,11.190291,874893
2021年10月30日,608,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00009,0.020787,230.95105,33.657799,11.194448,876599
2021年10月31日,609,1,12,1,120,50,160,342,5190.180176,0.065894,0.00009,0.020792,230.99614,33.674431,11.198606,876941
2021年11月1日,610,2,24,1,120,50,160,354,5190.180176,0.068206,0.00009,0.020796,231.043549,33.691067,11.202765,877295
2021年11月2日,611,3,36,1,120,50,160,366,5190.180176,0.070518,0.00009,0.0208,231.093262,33.707706,11.206925,877661
2021年11月3日,612,4,48,1,120,50,160,378,5190.180176,0.07283,0.00009,0.020805,231.145294,33.72435,11.211086,878039
2021年11月4日,613,5,60,1,120,50,160,390,5190.180176,0.075142,0.00009,0.02081,231.199615,33.740997,11.215248,878429
2021年11月5日,614,6,72,1,120,50,160,402,5190.180176,0.077454,0.00009,0.020815,231.256256,33.757648,11.219411,878831
2021年11月6日,615,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00009,0.020843,231.564117,33.774323,11.223579,880537
2021年11月7日,616,1,12,1,120,50,160,342,5190.180176,0.065894,0.00009,0.020847,231.609161,33.791,11.227749,880879
2021年11月8日,617,2,24,1,120,50,160,354,5190.180176,0.068206,0.00009,0.020851,231.656525,33.807682,11.231919,881233
2021年11月9日,618,3,36,1,120,50,160,366,5190.180176,0.070518,0.00009,0.020855,231.706177,33.824368,11.236091,881599
2021年11月10日,619,4,48,1,120,50,160,378,5190.180176,0.07283,0.00009,0.02086,231.758148,33.841057,11.240263,881977
2021年11月11日,620,5,60,1,120,50,160,390,5190.180176,0.075142,0.00009,0.020865,231.812424,33.85775,11.244436,882367
2021年11月12日,621,6,72,1,120,50,160,402,5190.180176,0.077454,0.00009,0.02087,231.869003,33.874447,11.24861,882769
2021年11月13日,622,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00009,0.020898,232.176804,33.891167,11.25279,884475
2021年11月14日,623,1,12,1,120,50,160,342,5190.180176,0.065894,0.00009,0.020902,232.221786,33.907887,11.25697,884817
2021年11月15日,624,2,24,1,120,50,160,354,5190.180176,0.068206,0.00009,0.020906,232.269089,33.92461,11.261151,885171
2021年11月16日,625,3,36,1,120,50,160,366,5190.180176,0.070518,0.00009,0.020911,232.318695,33.941338,11.265333,885537
2021年11月17日,626,4,48,1,120,50,160,378,5190.180176,0.07283,0.00009,0.020915,232.370605,33.958069,11.269516,885915
2021年11月18日,627,5,60,1,120,50,160,390,5190.180176,0.075142,0.00009,0.02092,232.42482,33.974804,11.2737,886305
2021年11月19日,628,6,72,1,120,50,160,402,5190.180176,0.077454,0.00009,0.020925,232.481354,33.991543,11.277884,886707
2021年11月20日,629,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00009,0.020953,232.789108,34.008305,11.282075,888413
2021年11月21日,630,1,12,1,120,50,160,342,5190.180176,0.065894,0.00009,0.020957,232.834045,34.02507,11.286266,888755
2021年11月22日,631,2,24,1,120,50,160,354,5190.180176,0.068206,0.00009,0.020961,232.881287,34.04184,11.290459,889109
2021年11月23日,632,3,36,1,120,50,160,366,5190.180176,0.070518,0.00009,0.020966,232.930832,34.058613,11.294652,889475
2021年11月24日,633,4,48,1,120,50,160,378,5190.180176,0.07283,0.00009,0.02097,232.982697,34.07539,11.298846,889853
2021年11月25日,634,5,60,1,120,50,160,390,5190.180176,0.075142,0.00009,0.020975,233.03685,34.092171,11.303041,890243
2021年11月26日,635,6,72,1,120,50,160,402,5190.180176,0.077454,0.00009,0.02098,233.093323,34.108955,11.307238,890645
2021年11月27日,636,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00009,0.021008,233.401016,34.125763,11.31144,892351
2021年11月28日,637,1,12,1,120,50,160,342,5190.180176,0.065894,0.00009,0.021012,233.445892,34.142574,11.315642,892693
2021年11月29日,638,2,24,1,120,50,160,354,5190.180176,0.068206,0.00009,0.021016,233.493088,34.159386,11.319845,893047
2021年11月30日,639,3,36,1,120,50,160,366,5190.180176,0.070518,0.00009,0.021021,233.542572,34.176201,11.324049,893413
2021年12月1日,640,4,48,1,120,50,160,378,5190.180176,0.07283,0.00009,0.021025,233.594376,34.19302,11.328254,893791
2021年12月2日,641,5,60,1,120,50,160,390,5190.180176,0.075142,0.00009,0.02103,233.648483,34.209843,11.332459,894181
2021年12月3日,642,6,72,1,120,50,160,402,5190.180176,0.077454,0.00009,0.021035,233.704895,34.226669,11.336666,894583
2021年12月4日,643,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00009,0.021063,234.012543,34.243519,11.340878,896289
2021年12月5日,644,1,12,1,120,50,160,342,5190.180176,0.065894,0.00009,0.021067,234.057358,34.260372,11.345092,896631
2021年12月6日,645,2,24,1,120,50,160,354,5190.180176,0.068206,0.00009,0.021071,234.104492,34.277229,11.349306,896985
2021年12月7日,646,3,36,1,120,50,160,366,5190.180176,0.070518,0.00009,0.021076,234.153931,34.29409,11.353521,897351
2021年12月8日,647,4,48,1,120,50,160,378,5190.180176,0.07283,0.00009,0.02108,234.205673,34.310955,11.357738,897729
2021年12月9日,648,5,60,1,120,50,160,390,5190.180176,0.075142,0.00009,0.021085,234.25972,34.327824,11.361955,898119
2021年12月10日,649,6,72,1,120,50,160,402,5190.180176,0.077454,0.00009,0.02109,234.316086,34.344696,11.366173,898521
2021年12月11日,650,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00009,0.021118,234.623672,34.361591,11.370397,900227
2021年12月12日,651,1,12,1,120,50,160,342,5190.180176,0.065894,0.00009,0.021122,234.668442,34.37849,11.374621,900569
2021年12月13日,652,2,24,1,120,50,160,354,5190.180176,0.068206,0.00009,0.021126,234.715515,34.395393,11.378847,900923
2021年12月14日,653,3,36,1,120,50,160,366,5190.180176,0.070518,0.00009,0.021131,234.764893,34.412296,11.383073,901289
2021年12月15日,654,4,48,1,120,50,160,378,5190.180176,0.07283,0.00009,0.021135,234.816589,34.429203,11.3873,901667
2021年12月16日,655,5,60,1,120,50,160,390,5190.180176,0.075142,0.00009,0.02114,234.87059,34.446114,11.391527,902057
2021年12月17日,656,6,72,1,120,50,160,402,5190.180176,0.077454,0.00009,0.021145,234.926895,34.463028,11.395756,902459
2021年12月18日,657,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00009,0.021173,235.234421,34.479965,11.39999,904165
2021年12月19日,658,1,12,1,120,50,160,342,5190.180176,0.065894,0.00009,0.021177,235.279129,34.496906,11.404225,904507
2021年12月20日,659,2,24,1,120,50,160,354,5190.180176,0.068206,0.00009,0.021181,235.326157,34.513851,11.408462,904861
2021年12月21日,660,3,36,1,120,50,160,366,5190.180176,0.070518,0.00009,0.021186,235.375488,34.5308,11.412699,905227
2021年12月22日,661,4,48,1,120,50,160,378,5190.180176,0.07283,0.00009,0.02119,235.427124,34.547752,11.416937,905605
2021年12月23日,662,5,60,1,120,50,160,390,5190.180176,0.075142,0.00009,0.021195,235.481064,34.564709,11.421176,905995
2021年12月24日,663,6,72,1,120,50,160,402,5190.180176,0.077454,0.00009,0.0212,235.537323,34.581669,11.425416,906397
2021年12月25日,664,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00009,0.021228,235.844803,34.598652,11.429662,908103
2021年12月26日,665,1,12,1,120,50,160,342,5190.180176,0.065894,0.00009,0.021232,235.889465,34.615639,11.433908,908445
2021年12月27日,666,2,24,1,120,50,160,354,5190.180176,0.068206,0.00009,0.021236,235.936432,34.632629,11.438156,908799
2021年12月28日,667,3,36,1,120,50,160,366,5190.180176,0.070518,0.00009,0.021241,235.985703,34.64962,11.442404,909165
2021年12月29日,668,4,48,1,120,50,160,378,5190.180176,0.07283,0.00009,0.021245,236.037292,34.666615,11.446652,909543
2021年12月30日,669,5,60,1,120,50,160,390,5190.180176,0.075142,0.00009,0.02125,236.091171,34.683613,11.450902,909933
2021年12月31日,670,6,72,1,120,50,160,402,5190.180176,0.077454,0.00009,0.021255,236.147369,34.700619,11.455153,910335
2022年1月1日,671,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00009,0.021283,236.454788,34.717644,11.45941,912041
2022年1月2日,672,1,12,1,120,50,160,342,5190.180176,0.065894,0.00009,0.021287,236.49939,34.734673,11.463667,912383
2022年1月3日,673,2,24,1,120,50,160,354,5190.180176,0.068206,0.00009,0.021291,236.54631,34.751705,11.467925,912737
2022年1月4日,674,3,36,1,120,50,160,366,5190.180176,0.070518,0.00009,0.021296,236.59552,34.768742,11.472184,913103
2022年1月5日,675,4,48,1,120,50,160,378,5190.180176,0.07283,0.00009,0.0213,236.647049,34.785782,11.476444,913481
2022年1月6日,676,5,60,1,120,50,160,390,5190.180176,0.075142,0.00009,0.021305,236.700882,34.802826,11.480705,913871
2022年1月7日,677,6,72,1,120,50,160,402,5190.180176,0.077454,0.00009,0.02131,236.757019,34.819874,11.484967,914273
2022年1月8日,678,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00009,0.021338,237.064392,34.836945,11.489235,915979
2022年1月9日,679,1,12,1,120,50,160,342,5190.180176,0.065894,0.00009,0.021342,237.108932,34.854019,11.493504,916321
2022年1月10日,680,2,24,1,120,50,160,354,5190.180176,0.068206,0.00009,0.021346,237.155792,34.871098,11.497773,916675
2022年1月11日,681,3,36,1,120,50,160,366,5190.180176,0.070518,0.00009,0.02135,237.204956,34.888176,11.502043,917041
2022年1月12日,682,4,48,1,120,50,160,378,5190.180176,0.07283,0.00009,0.021355,237.256424,34.905258,11.506313,917419
2022年1月13日,683,5,60,1,120,50,160,390,5190.180176,0.075142,0.00009,0.02136,237.310196,34.922344,11.510585,917809
2022年1月14日,684,6,72,1,120,50,160,402,5190.180176,0.077454,0.00009,0.021365,237.366287,34.939438,11.514858,918211
2022年1月15日,685,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00009,0.021393,237.673599,34.956551,11.519136,919917
2022年1月16日,686,1,12,1,120,50,160,342,5190.180176,0.065894,0.00009,0.021397,237.718094,34.973667,11.523416,920259
2022年1月17日,687,2,24,1,120,50,160,354,5190.180176,0.068206,0.00009,0.021401,237.764893,34.990788,11.527696,920613
2022年1月18日,688,3,36,1,120,50,160,366,5190.180176,0.070518,0.00009,0.021405,237.813995,35.007912,11.531977,920979
2022年1月19日,689,4,48,1,120,50,160,378,5190.180176,0.07283,0.00009,0.02141,237.865417,35.02504,11.536259,921357
2022年1月20日,690,5,60,1,120,50,160,390,5190.180176,0.075142,0.00009,0.021415,237.919144,35.042171,11.540542,921747
2022年1月21日,691,6,72,1,120,50,160,402,5190.180176,0.077454,0.00009,0.02142,237.975174,35.059307,11.544826,922149
2022年1月22日,692,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00009,0.021447,238.282425,35.076466,11.549115,923855
2022年1月23日,693,1,12,1,120,50,160,342,5190.180176,0.065894,0.00009,0.021451,238.326859,35.093628,11.553406,924197
2022年1月24日,694,2,24,1,120,50,160,354,5190.180176,0.068206,0.00009,0.021456,238.373611,35.110794,11.557697,924551
2022年1月25日,695,3,36,1,120,50,160,366,5190.180176,0.070518,0.00009,0.02146,238.422668,35.12796,11.561989,924917
2022年1月26日,696,4,48,1,120,50,160,378,5190.180176,0.07283,0.00009,0.021465,238.47403,35.14513,11.566281,925295
2022年1月27日,697,5,60,1,120,50,160,390,5190.180176,0.075142,0.00009,0.021469,238.527695,35.162304,11.570575,925685
2022年1月28日,698,6,72,1,120,50,160,402,5190.180176,0.077454,0.00009,0.021474,238.583679,35.179485,11.57487,926087
2022年1月29日,699,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00009,0.021502,238.890884,35.196686,11.57917,927793
2022年1月30日,700,1,12,1,120,50,160,342,5190.180176,0.065894,0.00009,0.021506,238.935272,35.21389,11.583471,928135
2022年1月31日,701,2,24,1,120,50,160,354,5190.180176,0.068206,0.00008,0.01912,238.98436,35.229187,11.587296,928489
2022年2月1日,702,3,36,1,120,50,160,366,5190.180176,0.070518,0.00008,0.019124,239.035751,35.244488,11.591121,928855
2022年2月2日,703,4,48,1,120,50,160,378,5190.180176,0.07283,0.00008,0.019129,239.089447,35.259792,11.594947,929233
2022年2月3日,704,5,60,1,120,50,160,390,5190.180176,0.075142,0.00008,0.019133,239.145447,35.275101,11.598774,929623
2022年2月4日,705,6,72,1,120,50,160,402,5190.180176,0.077454,0.00008,0.019138,239.203766,35.290409,11.602601,930025
2022年2月5日,706,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00008,0.019163,239.513306,35.30574,11.606434,931731
2022年2月6日,707,1,12,1,120,50,160,342,5190.180176,0.065894,0.00008,0.019166,239.560028,35.321072,11.610267,932073
2022年2月7日,708,2,24,1,120,50,160,354,5190.180176,0.068206,0.00008,0.01917,239.60907,35.336407,11.6141,932427
2022年2月8日,709,3,36,1,120,50,160,366,5190.180176,0.070518,0.00008,0.019174,239.6604,35.351746,11.617935,932793
2022年2月9日,710,4,48,1,120,50,160,378,5190.180176,0.07283,0.00008,0.019179,239.71405,35.367088,11.621771,933171
2022年2月10日,711,5,60,1,120,50,160,390,5190.180176,0.075142,0.00008,0.019183,239.770004,35.382435,11.625607,933561
2022年2月11日,712,6,72,1,120,50,160,402,5190.180176,0.077454,0.00008,0.019188,239.828278,35.397785,11.629445,933963
2022年2月12日,713,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00008,0.019213,240.137772,35.413155,11.633287,935669
2022年2月13日,714,1,12,1,120,50,160,342,5190.180176,0.065894,0.00008,0.019216,240.184448,35.428528,11.637131,936011
2022年2月14日,715,2,24,1,120,50,160,354,5190.180176,0.068206,0.00008,0.01922,240.233429,35.443905,11.640975,936365
2022年2月15日,716,3,36,1,120,50,160,366,5190.180176,0.070518,0.00008,0.019224,240.284714,35.459286,11.64482,936731
2022年2月16日,717,4,48,1,120,50,160,378,5190.180176,0.07283,0.00008,0.019229,240.338318,35.47467,11.648666,937109
2022年2月17日,718,5,60,1,120,50,160,390,5190.180176,0.075142,0.00008,0.019233,240.394226,35.490055,11.652513,937499
2022年2月18日,719,6,72,1,120,50,160,402,5190.180176,0.077454,0.00008,0.019238,240.452438,35.505444,11.65636,937901
2022年2月19日,720,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00008,0.019262,240.761887,35.520855,11.660213,939607
2022年2月20日,721,1,12,1,120,50,160,342,5190.180176,0.065894,0.00008,0.019266,240.808502,35.536266,11.664065,939949
2022年2月21日,722,2,24,1,120,50,160,354,5190.180176,0.068206,0.00008,0.01927,240.857437,35.551682,11.667919,940303
2022年2月22日,723,3,36,1,120,50,160,366,5190.180176,0.070518,0.00008,0.019274,240.908676,35.567101,11.671774,940669
2022年2月23日,724,4,48,1,120,50,160,378,5190.180176,0.07283,0.00008,0.019279,240.962234,35.582523,11.67563,941047
2022年2月24日,725,5,60,1,120,50,160,390,5190.180176,0.075142,0.00008,0.019283,241.018082,35.59795,11.679486,941437
2022年2月25日,726,6,72,1,120,50,160,402,5190.180176,0.077454,0.00008,0.019288,241.076248,35.61338,11.683344,941839
2022年2月26日,727,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00008,0.019312,241.385635,35.62883,11.687206,943545
2022年2月27日,728,1,12,1,120,50,160,342,5190.180176,0.065894,0.00008,0.019316,241.432205,35.644283,11.69107,943887
2022年2月28日,729,2,24,1,120,50,160,354,5190.180176,0.068206,0.00008,0.01932,241.481094,35.65974,11.694934,944241
2022年3月1日,730,3,36,1,120,50,160,366,5190.180176,0.070518,0.00008,0.019324,241.532288,35.675201,11.698799,944607
